year,fage,fsize,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2000,l) Left Censored,b) 5 to 9,171614,176502,1182428,1208500,694,0.389,4571,2.562,114257,6691,107566,0.554,9.454,166360,50407,115953,4.171,13.766,-52103,-4.311,18.909,3118,3720,41922
2000,l) Left Censored,c) 10 to 19,128816,142534,1789746,1856109,907,0.631,3376,2.348,164106,9836,154270,0.530,8.841,296115,59553,236562,3.208,15.954,-132009,-7.112,17.683,1786,2532,49158
2000,l) Left Censored,d) 20 to 99,147901,224711,6262908,6264026,4600,2.041,6002,2.663,565656,58163,507493,0.929,9.030,567577,153792,413785,2.455,9.061,-1921,-0.031,18.060,1457,3249,113427
2000,l) Left Censored,e) 100 to 499,36168,161951,7152481,7097831,9061,5.616,7862,4.873,769130,151855,617275,2.139,10.836,658106,174951,483155,2.465,9.272,111024,1.564,18.544,160,1552,65281
2000,l) Left Censored,f) 500 to 999,5052,58216,3067622,3043400,5211,9.087,3471,6.053,361858,98430,263428,3.234,11.890,312459,93878,218581,3.085,10.267,49399,1.623,20.534,17,380,21753
2000,l) Left Censored,g) 1000 to 2499,3500,80921,4589430,4546600,8507,10.689,5836,7.333,559568,192595,366973,4.236,12.307,472837,140486,332351,3.090,10.400,86731,1.908,20.800,3,420,11007
2000,l) Left Censored,h) 2500 to 4999,1547,67043,3804934,3767175,8127,12.339,5775,8.768,524320,208153,316167,5.525,13.918,450543,145298,305245,3.857,11.960,73777,1.958,23.919,(D),(D),(D)
2000,l) Left Censored,i) 5000 to 9999,1020,94484,4563750,4566552,10713,11.414,9454,10.073,635490,199287,436203,4.364,13.916,643390,235609,407781,5.159,14.089,-7900,-0.173,27.832,(D),(D),(D)
2000,l) Left Censored,j) 10000+,872,434587,24981813,24990341,43312,9.946,45095,10.355,3430229,1111585,2318644,4.448,13.726,3455136,1350707,2104429,5.405,13.826,-24907,-0.100,27.452,0,0,0
2001,a) 0,a) 1 to 4,390738,391344,1011507,505756,391344,199.999,0,0,1011507,1011507,0,199.999,199.999,0,0,0,0,0,1011503,199.998,0,0,0,0
2001,a) 0,b) 5 to 9,27632,28271,366793,183397,28271,200.000,0,0,366793,366793,0,200.000,200.000,0,0,0,0,0,366793,200.000,0,0,0,0
2001,a) 0,c) 10 to 19,12128,12772,326248,163124,12772,200.000,0,0,326248,326248,0,200.000,200.000,0,0,0,0,0,326248,200.000,0,0,0,0
2001,a) 0,d) 20 to 99,6842,8151,499170,249585,8151,200.000,0,0,499170,499170,0,200.000,200.000,0,0,0,0,0,499170,200.000,0,0,0,0
2001,a) 0,e) 100 to 499,571,999,196692,98346,999,200.000,0,0,196692,196692,0,200.000,200.000,0,0,0,0,0,196692,200.000,0,0,0,0
2001,a) 0,f) 500 to 999,24,216,31148,15574,216,200.000,0,0,31148,31148,0,200.000,200.000,0,0,0,0,0,31148,200.000,0,0,0,0
2001,a) 0,g) 1000 to 2499,9,13,29912,14956,13,200.000,0,0,29912,29912,0,200.000,200.000,0,0,0,0,0,29912,200.000,0,0,0,0
2001,a) 0,h) 2500 to 4999,(D),(D),(D),(D),(D),(D),0,0,(D),(D),0,(D),(D),0,0,0,0,0,(D),(D),0,0,0,0
2001,a) 0,i) 5000 to 9999,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
2001,a) 0,j) 10000+,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
2001,b) 1,a) 1 to 4,242514,242700,530538,618714,158,0.055,94261,32.532,125907,344,125563,0.056,20.350,296623,215399,81224,34.814,47.942,-170716,-27.592,40.700,73784,73820,172184
2001,b) 1,b) 5 to 9,53594,53894,389250,389605,169,0.301,4635,8.258,113327,717,112610,0.184,29.088,114274,61139,53135,15.693,29.331,-947,-0.243,58.175,3847,3868,51146
2001,b) 1,c) 10 to 19,26112,26753,389674,378599,241,0.875,1849,6.710,116776,1763,115013,0.466,30.844,94995,47700,47295,12.599,25.091,21781,5.753,50.182,1480,1525,39846
2001,b) 1,d) 20 to 99,17445,19821,730162,691218,645,3.221,1048,5.234,228644,11423,217221,1.653,33.078,151013,65479,85534,9.473,21.847,77631,11.231,43.695,731,796,53622
2001,b) 1,e) 100 to 499,1895,4397,378951,359907,506,11.820,274,6.400,117012,14951,102061,4.154,32.512,79522,29412,50110,8.172,22.095,37490,10.417,44.190,70,94,22335
2001,b) 1,f) 500 to 999,140,994,101607,90998,61,6.266,20,2.054,34625,8650,25975,9.506,38.050,13518,2239,11279,2.460,14.855,21107,23.195,29.711,(D),(D),(D)
2001,b) 1,g) 1000 to 2499,55,353,77923,72482,19,5.429,13,3.714,24067,4094,19973,5.648,33.204,13789,724,13065,0.999,19.024,10278,14.180,38.048,0,0,0
2001,b) 1,h) 2500 to 4999,14,68,38530,27384,(D),(D),(D),(D),23368,(D),22795,(D),85.335,249,(D),240,(D),0.909,23119,84.425,1.819,0,0,0
2001,b) 1,i) 5000 to 9999,13,172,27817,27494,0,0.000,0,0.000,3421,0,3421,0.000,12.443,2631,0,2631,0.000,9.569,790,2.873,19.139,0,0,0
2001,b) 1,j) 10000+,9,38,27585,27213,(D),(D),0,0.000,1864,(D),1799,(D),6.850,1087,0,1087,0.000,3.994,777,2.855,7.989,0,0,0
2001,c) 2,a) 1 to 4,201096,201174,438968,485222,10593,4.772,52214,23.521,97155,24823,72332,5.116,20.023,188375,126212,62163,26.011,38.822,-91220,-18.800,40.046,40853,40875,100740
2001,c) 2,b) 5 to 9,50970,51177,355508,365020,657,1.251,3363,6.402,77095,7552,69543,2.069,21.121,96255,43859,52396,12.016,26.370,-19160,-5.249,42.242,2796,2831,36892
2001,c) 2,c) 10 to 19,26139,26544,367345,372496,389,1.437,1424,5.262,78324,6579,71745,1.766,21.027,88853,37624,51229,10.101,23.853,-10529,-2.827,42.054,1172,1188,31608
2001,c) 2,d) 20 to 99,18084,19985,714195,713021,548,2.710,1025,5.068,154040,14219,139821,1.994,21.604,151580,62129,89451,8.713,21.259,2460,0.345,42.518,720,792,52858
2001,c) 2,e) 100 to 499,2049,4298,401952,393483,541,13.050,236,5.693,102602,18834,83768,4.786,26.075,86032,34512,51520,8.771,21.864,16570,4.211,43.729,67,74,24199
2001,c) 2,f) 500 to 999,164,1041,100460,96271,187,19.338,39,4.033,29880,7545,22335,7.837,31.038,21580,5536,16044,5.750,22.416,8300,8.622,44.832,3,3,4369
2001,c) 2,g) 1000 to 2499,75,1044,109593,104798,98,9.766,17,1.694,31072,3760,27312,3.588,29.650,21356,4571,16785,4.362,20.378,9716,9.271,40.757,0,0,0
2001,c) 2,h) 2500 to 4999,20,621,54815,53109,(D),(D),30,4.762,15446,(D),14687,(D),29.084,13098,6260,6838,11.787,24.662,2348,4.421,49.325,0,0,0
2001,c) 2,i) 5000 to 9999,9,29,43790,39130,(D),(D),0,0.000,11092,(D),11059,(D),28.347,1564,0,1564,0.000,3.997,9528,24.350,7.994,0,0,0
2001,c) 2,j) 10000+,11,192,61910,61456,12,6.250,(D),(D),9409,4907,4502,7.985,15.310,8219,(D),6967,(D),13.374,1190,1.936,26.748,0,0,0
2001,d) 3,a) 1 to 4,180172,180264,395965,433288,10156,5.201,40185,20.578,81375,23495,57880,5.422,18.781,155381,99951,55430,23.068,35.861,-74006,-17.080,37.562,31282,31294,79150
2001,d) 3,b) 5 to 9,51607,51792,356115,367934,634,1.197,3011,5.683,66767,7522,59245,2.044,18.146,90278,39584,50694,10.758,24.536,-23511,-6.390,36.293,2445,2468,32511
2001,d) 3,c) 10 to 19,28156,28540,392069,400569,324,1.115,1349,4.643,69964,6060,63904,1.513,17.466,87171,35551,51620,8.875,21.762,-17207,-4.296,34.932,1122,1140,30410
2001,d) 3,d) 20 to 99,20101,21782,793518,796726,521,2.372,877,3.994,140047,13657,126390,1.714,17.578,146673,53883,92790,6.763,18.409,-6626,-0.832,35.156,620,692,46245
2001,d) 3,e) 100 to 499,2397,4497,457988,454421,491,11.165,292,6.640,94236,15610,78626,3.435,20.738,86953,34970,51983,7.696,19.135,7283,1.603,38.270,66,89,23765
2001,d) 3,f) 500 to 999,199,1153,139122,134864,234,20.977,159,14.254,33117,8023,25094,5.949,24.556,24960,6307,18653,4.677,18.508,8157,6.048,37.015,(D),(D),(D)
2001,d) 3,g) 1000 to 2499,89,670,133144,129895,54,7.877,85,12.400,30807,4392,26415,3.381,23.717,24648,6964,17684,5.361,18.975,6159,4.742,37.951,(D),(D),(D)
2001,d) 3,h) 2500 to 4999,32,656,97439,94392,21,3.175,32,4.837,22423,946,21477,1.002,23.755,16546,7799,8747,8.262,17.529,5877,6.226,35.058,(D),(D),(D)
2001,d) 3,i) 5000 to 9999,6,658,57387,47769,386,81.263,20,4.211,30470,13139,17331,27.506,63.787,11448,469,10979,0.982,23.966,19022,39.821,47.931,0,0,0
2001,d) 3,j) 10000+,10,42,32287,29930,(D),(D),(D),(D),6478,(D),5302,(D),21.644,1806,(D),1021,(D),6.034,4672,15.610,12.068,0,0,0
2001,e) 4,a) 1 to 4,163049,163193,363342,394596,9191,5.255,32631,18.656,70630,20961,49669,5.312,17.899,132513,82304,50209,20.858,33.582,-61883,-15.683,35.799,25310,25407,65158
2001,e) 4,b) 5 to 9,51106,51437,350952,362901,586,1.116,2692,5.129,59911,6855,53056,1.889,16.509,83951,34426,49525,9.486,23.133,-24040,-6.624,33.018,2146,2231,28534
2001,e) 4,c) 10 to 19,28522,29450,394680,402834,360,1.205,1221,4.086,64459,5988,58471,1.486,16.001,80859,30078,50781,7.467,20.073,-16400,-4.071,32.003,924,1006,25177
2001,e) 4,d) 20 to 99,19988,23509,777282,782146,766,3.242,1002,4.241,131878,12375,119503,1.582,16.861,141028,50962,90066,6.516,18.031,-9150,-1.170,33.722,603,778,43718
2001,e) 4,e) 100 to 499,2399,6526,455064,450945,805,12.728,402,6.356,91763,15385,76378,3.412,20.349,83404,26610,56794,5.901,18.495,8359,1.854,36.991,58,128,18833
2001,e) 4,f) 500 to 999,181,1236,119671,119305,177,15.090,51,4.348,28892,8916,19976,7.473,24.217,28460,11136,17324,9.334,23.855,432,0.362,47.710,6,6,9507
2001,e) 4,g) 1000 to 2499,91,1028,129752,123592,119,12.002,46,4.639,32585,7221,25364,5.843,26.365,20267,6068,14199,4.910,16.398,12318,9.967,32.797,(D),(D),(D)
2001,e) 4,h) 2500 to 4999,33,1725,104283,108316,119,6.927,105,6.112,19303,8709,10594,8.040,17.821,27342,14075,13267,12.994,25.243,-8039,-7.422,35.642,0,0,0
2001,e) 4,i) 5000 to 9999,10,50,19794,22552,(D),(D),(D),(D),3525,(D),3354,(D),15.631,9487,(D),4684,(D),42.068,-5962,-26.437,31.262,0,0,0
2001,e) 4,j) 10000+,9,1444,172107,181055,(D),(D),(D),(D),17940,(D),12753,(D),9.909,38586,(D),36048,(D),21.312,-20646,-11.403,19.817,0,0,0
2001,f) 5,a) 1 to 4,141256,141420,316155,342548,7896,5.240,26417,17.532,59031,18401,40630,5.372,17.233,111646,67731,43915,19.773,32.593,-52615,-15.360,34.466,20374,20449,53244
2001,f) 5,b) 5 to 9,46752,47100,320655,331900,503,1.048,2324,4.841,51371,5531,45840,1.666,15.478,73825,29340,44485,8.840,22.243,-22454,-6.765,30.956,1839,1925,24402
2001,f) 5,c) 10 to 19,26460,27342,367179,373876,316,1.139,1096,3.952,57867,5887,51980,1.575,15.478,71445,26455,44990,7.076,19.109,-13578,-3.632,30.955,816,879,21961
2001,f) 5,d) 20 to 99,19400,22873,748962,755365,657,2.854,946,4.110,114440,11950,102490,1.582,15.150,127284,42173,85111,5.583,16.851,-12844,-1.700,30.301,482,647,34586
2001,f) 5,e) 100 to 499,2214,5740,417154,414126,567,10.085,331,5.888,75897,13459,62438,3.250,18.327,69089,22498,46591,5.433,16.683,6808,1.644,33.366,42,68,15850
2001,f) 5,f) 500 to 999,193,1656,123831,122594,268,17.141,83,5.309,23921,6590,17331,5.375,19.512,22066,6439,15627,5.252,17.999,1855,1.513,35.999,(D),(D),(D)
2001,f) 5,g) 1000 to 2499,105,1397,159287,150818,123,9.018,57,4.179,33706,12371,21335,8.203,22.349,16064,2111,13953,1.400,10.651,17642,11.698,21.303,0,0,0
2001,f) 5,h) 2500 to 4999,26,681,68273,64073,127,19.434,72,11.018,14753,2999,11754,4.681,23.025,6704,1346,5358,2.101,10.463,8049,12.562,20.926,0,0,0
2001,f) 5,i) 5000 to 9999,16,535,66145,68653,5,0.925,16,2.960,12907,2281,10626,3.323,18.800,17021,6225,10796,9.067,24.793,-4114,-5.992,37.601,0,0,0
2001,f) 5,j) 10000+,5,405,60553,43160,(D),(D),(D),(D),36101,(D),36100,(D),83.645,1011,(D),958,(D),2.342,35090,81.302,4.685,0,0,0
2001,g) 6 to 10,a) 1 to 4,503494,504237,1144013,1227322,25542,4.807,79734,15.006,195123,59070,136053,4.813,15.898,361359,205777,155582,16.766,29.443,-166236,-13.545,31.797,60176,60514,159164
2001,g) 6 to 10,b) 5 to 9,184494,186444,1259697,1300133,1643,0.868,7228,3.820,175156,18138,157018,1.395,13.472,256029,90027,166002,6.924,19.693,-80873,-6.220,26.944,5434,5835,72491
2001,g) 6 to 10,c) 10 to 19,109181,113731,1501479,1533148,1136,0.987,3794,3.297,200593,17867,182726,1.165,13.084,263944,87363,176581,5.698,17.216,-63351,-4.132,26.167,2675,3076,71704
2001,g) 6 to 10,d) 20 to 99,82007,100029,3173883,3204157,2514,2.499,3646,3.624,426403,46039,380364,1.437,13.308,487718,148932,338786,4.648,15.221,-61315,-1.914,26.616,1645,2443,122613
2001,g) 6 to 10,e) 100 to 499,10128,28882,1882075,1892190,2346,8.143,2203,7.647,289496,53429,236067,2.824,15.300,309589,86911,222678,4.593,16.361,-20093,-1.062,30.599,159,636,56581
2001,g) 6 to 10,f) 500 to 999,866,7646,548957,545027,1132,15.238,698,9.396,101710,27426,74284,5.032,18.661,94210,28546,65664,5.238,17.285,7500,1.376,34.571,9,128,13608
2001,g) 6 to 10,g) 1000 to 2499,470,9952,641580,637343,1325,13.274,1385,13.875,124564,42112,82452,6.607,19.544,116878,43384,73494,6.807,18.338,7686,1.206,36.677,9,725,24602
2001,g) 6 to 10,h) 2500 to 4999,141,7684,401574,388660,669,8.742,607,7.932,87262,13132,74130,3.379,22.452,60945,20843,40102,5.363,15.681,26317,6.771,31.362,(D),(D),(D)
2001,g) 6 to 10,i) 5000 to 9999,70,4956,324512,321824,937,19.531,620,12.923,70648,35513,35135,11.035,21.952,65696,14592,51104,4.534,20.414,4952,1.539,40.827,0,0,0
2001,g) 6 to 10,j) 10000+,60,15301,895656,916441,1318,8.466,1852,11.896,149307,43694,105613,4.768,16.292,192615,71194,121421,7.769,21.018,-43308,-4.726,32.584,0,0,0
2001,h) 11 to 15,a) 1 to 4,344768,345510,800464,854850,13847,3.830,45977,12.716,118838,31823,87015,3.723,13.902,227532,120463,107069,14.092,26.617,-108694,-12.715,27.803,34645,34946,93198
2001,h) 11 to 15,b) 5 to 9,145373,147573,989107,1020073,1010,0.676,4778,3.197,116162,10018,106144,0.982,11.388,178244,57389,120855,5.626,17.474,-62082,-6.086,22.775,3449,3859,46339
2001,h) 11 to 15,c) 10 to 19,90951,96371,1244752,1272100,814,0.837,2648,2.722,137396,10481,126915,0.824,10.801,192144,56055,136089,4.406,15.104,-54748,-4.304,21.601,1698,2101,45797
2001,h) 11 to 15,d) 20 to 99,74215,96272,2902521,2931709,2379,2.464,2950,3.055,327434,37580,289854,1.282,11.169,385811,103908,281903,3.544,13.160,-58377,-1.991,22.337,1134,1907,85767
2001,h) 11 to 15,e) 100 to 499,10482,35601,1986066,1992715,2718,7.692,2188,6.192,257384,56037,201347,2.812,12.916,270111,69751,200360,3.500,13.555,-12727,-0.639,25.832,92,453,34662
2001,h) 11 to 15,f) 500 to 999,1099,10641,682684,675269,1351,13.031,804,7.755,101291,32022,69269,4.742,15.000,85693,23112,62581,3.423,12.690,15598,2.310,25.380,6,81,6915
2001,h) 11 to 15,g) 1000 to 2499,628,13230,821603,825497,1732,13.321,1277,9.821,125006,43073,81933,5.218,15.143,132819,35379,97440,4.286,16.090,-7813,-0.946,30.286,4,77,10001
2001,h) 11 to 15,h) 2500 to 4999,240,7328,627176,632272,773,10.697,569,7.874,89456,34859,54597,5.513,14.148,100168,36481,63687,5.770,15.843,-10712,-1.694,28.297,(D),(D),(D)
2001,h) 11 to 15,i) 5000 to 9999,111,8145,523163,546689,477,5.784,680,8.246,58238,14315,43923,2.618,10.653,106241,42172,64069,7.714,19.434,-48003,-8.781,21.306,0,0,0
2001,h) 11 to 15,j) 10000+,96,18454,1443318,1426701,2052,11.073,2207,11.909,232354,89230,143124,6.254,16.286,199874,71498,128376,5.011,14.010,32480,2.277,28.019,0,0,0
2001,i) 16 to 20,a) 1 to 4,233633,234365,551078,582015,7600,3.121,25896,10.634,73017,17251,55766,2.964,12.546,134792,66482,68310,11.423,23.160,-61775,-10.614,25.091,19689,19966,52194
2001,i) 16 to 20,b) 5 to 9,107190,109296,727800,746659,628,0.569,2744,2.487,76874,6252,70622,0.837,10.296,114542,32881,81661,4.404,15.341,-37668,-5.045,20.591,1967,2196,26472
2001,i) 16 to 20,c) 10 to 19,66076,71026,904727,921995,472,0.659,1668,2.329,90307,5866,84441,0.636,9.795,124823,33369,91454,3.619,13.538,-34516,-3.744,19.589,1014,1268,27642
2001,i) 16 to 20,d) 20 to 99,56040,75918,2214340,2233287,1956,2.571,2293,3.014,229904,29149,200755,1.305,10.294,267668,68821,198847,3.082,11.985,-37764,-1.691,20.589,731,1397,55832
2001,i) 16 to 20,e) 100 to 499,8727,33337,1629000,1635822,2397,7.193,2374,7.124,204977,39692,165285,2.426,12.531,218160,63392,154768,3.875,13.336,-13183,-0.806,25.061,79,435,29700
2001,i) 16 to 20,f) 500 to 999,917,10110,563513,557906,1097,10.851,1097,10.851,86338,27110,59228,4.859,15.475,74912,22176,52736,3.975,13.427,11426,2.048,26.855,(D),(D),(D)
2001,i) 16 to 20,g) 1000 to 2499,550,10537,728145,722121,1264,11.949,1346,12.725,98813,31033,67780,4.297,13.684,86919,24756,62163,3.428,12.037,11894,1.647,24.073,(D),(D),(D)
2001,i) 16 to 20,h) 2500 to 4999,203,8660,543876,542073,808,9.176,1100,12.491,71144,27817,43327,5.132,13.124,67586,18060,49526,3.332,12.468,3558,0.656,24.936,0,0,0
2001,i) 16 to 20,i) 5000 to 9999,97,7719,455054,445586,1865,26.533,485,6.900,88283,51096,37187,11.467,19.813,66975,26231,40744,5.887,15.031,21308,4.782,30.062,0,0,0
2001,i) 16 to 20,j) 10000+,79,20251,1211921,1268489,1464,7.093,2241,10.858,236495,89599,146896,7.063,18.644,348115,161975,186140,12.769,27.443,-111620,-8.799,37.288,0,0,0
2001,j) 21 to 25,a) 1 to 4,130446,130985,307292,327280,4071,2.976,15669,11.455,39040,9405,29635,2.874,11.929,79227,40654,38573,12.422,24.208,-40187,-12.279,23.857,12069,12250,32235
2001,j) 21 to 25,b) 5 to 9,63377,65014,429191,441980,328,0.500,1586,2.416,42453,2829,39624,0.640,9.605,67973,18497,49476,4.185,15.379,-25520,-5.774,19.210,1122,1267,15050
2001,j) 21 to 25,c) 10 to 19,41127,44974,562862,573067,380,0.839,1007,2.224,54322,4229,50093,0.738,9.479,74581,18756,55825,3.273,13.014,-20259,-3.535,18.958,559,733,15008
2001,j) 21 to 25,d) 20 to 99,36795,52583,1460103,1476641,1260,2.389,1571,2.979,137445,16032,121413,1.086,9.308,170782,39751,131031,2.692,11.566,-33337,-2.258,18.616,383,827,27887
2001,j) 21 to 25,e) 100 to 499,6334,26709,1201454,1202278,2025,7.691,1268,4.816,140843,32561,108282,2.708,11.715,142240,33986,108254,2.827,11.831,-1397,-0.116,23.429,33,122,11346
2001,j) 21 to 25,f) 500 to 999,651,8505,402769,407370,610,7.221,494,5.848,52932,15801,37131,3.879,12.994,63022,14975,48047,3.676,15.470,-10090,-2.477,25.987,3,20,3776
2001,j) 21 to 25,g) 1000 to 2499,381,9971,496780,492156,1347,13.933,740,7.655,82160,33337,48823,6.774,16.694,72240,21932,50308,4.456,14.678,9920,2.016,29.357,(D),(D),(D)
2001,j) 21 to 25,h) 2500 to 4999,163,9010,398088,393866,756,8.387,764,8.476,64994,25278,39716,6.418,16.502,55545,20434,35111,5.188,14.103,9449,2.399,28.205,0,0,0
2001,j) 21 to 25,i) 5000 to 9999,70,5492,323770,325237,620,11.538,383,7.128,53163,24982,28181,7.681,16.346,56900,12681,44219,3.899,17.495,-3737,-1.149,32.692,0,0,0
2001,j) 21 to 25,j) 10000+,49,13119,1087959,1055524,1494,11.806,565,4.465,176871,85356,91515,8.087,16.757,111983,30010,81973,2.843,10.609,64888,6.147,21.218,0,0,0
2001,k) 26+,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2001,k) 26+,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2001,k) 26+,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2001,k) 26+,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2001,k) 26+,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2001,k) 26+,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2001,k) 26+,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2001,k) 26+,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2001,k) 26+,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2001,k) 26+,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2001,l) Left Censored,a) 1 to 4,275086,276768,667798,715868,6720,2.316,33577,11.570,75155,16320,58835,2.280,10.498,171043,91134,79909,12.731,23.893,-95888,-13.395,20.997,27466,27989,76197
2001,l) Left Censored,b) 5 to 9,163246,168417,1114923,1148367,873,0.513,4184,2.460,99084,7627,91457,0.664,8.628,165932,47336,118596,4.122,14.449,-66848,-5.821,17.257,2918,3451,39228
2001,l) Left Censored,c) 10 to 19,123201,136463,1694149,1730250,1054,0.767,3082,2.242,139593,10196,129397,0.589,8.068,211484,53563,157921,3.096,12.223,-71891,-4.155,16.136,1623,2373,44838
2001,l) Left Censored,d) 20 to 99,143189,217766,5996620,6057379,5808,2.669,5520,2.537,488003,68601,419402,1.133,8.056,609421,142669,466752,2.355,10.061,-121418,-2.004,16.113,1383,2852,107104
2001,l) Left Censored,e) 100 to 499,35602,161219,6975016,6995126,9255,5.768,7749,4.829,678840,149575,529265,2.138,9.704,720248,161433,558815,2.308,10.296,-41408,-0.592,19.409,137,978,49182
2001,l) Left Censored,f) 500 to 999,4990,58212,3027318,3031314,3827,6.570,3897,6.690,324890,82569,242321,2.724,10.718,332575,91901,240674,3.032,10.971,-7685,-0.254,21.436,10,705,14545
2001,l) Left Censored,g) 1000 to 2499,3370,82673,4459423,4463052,9327,11.491,6312,7.777,495248,158047,337201,3.541,11.097,500010,143449,356561,3.214,11.203,-4762,-0.107,22.193,6,809,17070
2001,l) Left Censored,h) 2500 to 4999,1494,66842,3744674,3733773,9605,14.602,7480,11.371,496014,185793,310221,4.976,13.285,474306,151278,323028,4.052,12.703,21708,0.581,25.406,(D),(D),(D)
2001,l) Left Censored,i) 5000 to 9999,936,91460,4603218,4601105,10352,11.402,9019,9.934,641802,251859,389943,5.474,13.949,633101,194093,439008,4.218,13.760,8701,0.189,27.520,0,0,0
2001,l) Left Censored,j) 10000+,797,457296,25523019,25480324,51599,11.368,44782,9.866,3568922,1395363,2173559,5.476,14.007,3497200,1062679,2434521,4.171,13.725,71722,0.281,27.450,0,0,0
2002,a) 0,a) 1 to 4,397865,398154,1042905,521453,398154,200.000,0,0,1042905,1042905,0,200.000,200.000,0,0,0,0,0,1042905,200.000,0,0,0,0
2002,a) 0,b) 5 to 9,31462,32179,418096,209054,32179,199.994,0,0,418095,418095,0,199.994,199.994,0,0,0,0,0,418084,199.989,0,0,0,0
2002,a) 0,c) 10 to 19,14942,16048,402994,201497,16048,200.000,0,0,402994,402994,0,200.000,200.000,0,0,0,0,0,402994,200.000,0,0,0,0
2002,a) 0,d) 20 to 99,9782,12164,740432,370216,12164,200.000,0,0,740432,740432,0,200.000,200.000,0,0,0,0,0,740432,200.000,0,0,0,0
2002,a) 0,e) 100 to 499,923,1917,314544,157272,1917,200.000,0,0,314544,314544,0,200.000,200.000,0,0,0,0,0,314544,200.000,0,0,0,0
2002,a) 0,f) 500 to 999,41,164,53012,26506,164,200.000,0,0,53012,53012,0,200.000,200.000,0,0,0,0,0,53012,200.000,0,0,0,0
2002,a) 0,g) 1000 to 2499,19,115,55590,27795,115,200.000,0,0,55590,55590,0,200.000,200.000,0,0,0,0,0,55590,200.000,0,0,0,0
2002,a) 0,h) 2500 to 4999,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
2002,a) 0,i) 5000 to 9999,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
2002,a) 0,j) 10000+,(D),(D),(D),(D),(D),(D),0,0,(D),(D),0,(D),(D),0,0,0,0,0,(D),(D),0,0,0,0
2002,b) 1,a) 1 to 4,238892,239057,522096,610465,217,0.076,95542,33.322,121423,573,120850,0.094,19.890,293818,214102,79716,35.072,48.130,-172395,-28.240,39.780,73828,73877,171006
2002,b) 1,b) 5 to 9,50984,51492,366345,368586,467,0.875,4237,7.938,102342,2158,100184,0.585,27.766,107162,54786,52376,14.864,29.074,-4820,-1.308,55.532,3601,3617,47639
2002,b) 1,c) 10 to 19,24907,25888,362703,360354,671,2.536,1821,6.881,102099,5208,96891,1.445,28.333,97506,46280,51226,12.843,27.058,4593,1.275,54.117,1535,1562,40817
2002,b) 1,d) 20 to 99,15916,18965,635980,629329,1799,9.645,1174,6.294,183712,25193,158519,4.003,29.192,169844,72255,97589,11.481,26.988,13868,2.204,53.976,837,895,61630
2002,b) 1,e) 100 to 499,1551,2816,298548,292403,498,18.810,161,6.081,94480,20653,73827,7.063,32.312,82093,28608,53485,9.784,28.075,12387,4.236,56.151,75,80,22419
2002,b) 1,f) 500 to 999,78,332,50831,46294,84,28.047,19,6.344,17370,4119,13251,8.898,37.521,8723,1471,7252,3.178,18.843,8647,18.679,37.686,0,0,0
2002,b) 1,g) 1000 to 2499,42,298,46191,42873,(D),(D),(D),(D),19309,(D),16111,(D),45.038,13021,(D),11135,(D),30.371,6288,14.667,60.742,0,0,0
